,starting coordinate,ending coordinate,vertices,issues ID,severe issue,minor issue,total distance,ave_severe_issue/meter,ave_minor_issue/meter,elevation
11,"47.4806393,-122.2086273","47.480638,-122.2087379","[(47.4806393, -122.2086273), (47.480638, -122.2087379)]",[],0,0,8.0,0,0,"[11.01802349090576, 10.96469211578369]"
12,"47.6118585,-122.3366643","47.6109876,-122.3389282","[(47.6118585, -122.3366643), (47.611662, -122.3364918), (47.610741, -122.338703), (47.6109876, -122.3389282)]",[],0,0,252.0,0,0,"[36.21780776977539, 36.67303848266602, 41.34651565551758, 41.79705810546875]"
13,"47.598702,-122.3290312","47.6000497,-122.3291053","[(47.598702, -122.3290312), (47.600052, -122.3290102), (47.6000497, -122.3291053)]",[],0,0,157.0,0,0,"[12.19540119171143, 12.71335601806641, 8.656479835510254]"
14,"47.9744557,-122.197205","47.9725062,-122.2013024","[(47.9744557, -122.197205), (47.9739913, -122.1971828), (47.9741312, -122.1974461), (47.9740504, -122.2013708), (47.9725062, -122.2013024)]",[],0,0,552.0,0,0,"[18.01933479309082, 17.12690162658691, 17.43560218811035, 25.08564949035645, 23.4240894317627]"
15,"47.1652304,-122.5132559","47.1653817,-122.512962","[(47.1652304, -122.5132559), (47.1653817, -122.512962)]",[],0,0,28.0,0,0,"[77.25520324707031, 77.62359619140625]"
16,"47.7192688,-122.2947448","47.7192819,-122.2959301","[(47.7192688, -122.2947448), (47.7192819, -122.2959301)]",[],0,0,89.0,0,0,"[59.22645568847656, 59.7259635925293]"
17,"47.3867218,-122.2466472","47.3867333,-122.2482681","[(47.3867218, -122.2466472), (47.3867333, -122.2482681)]",[],0,0,122.0,0,0,"[10.74642848968506, 10.91378593444824]"
18,"47.165174,-122.5133627","47.1654831,-122.5126826","[(47.165174, -122.5133627), (47.1654831, -122.5126826)]",[],0,0,62.0,0,0,"[77.18504333496094, 77.78377532958984]"
19,"47.6178332,-122.3315697","47.6183907,-122.3342947","[(47.6178332, -122.3315697), (47.6179525, -122.331416), (47.6185089, -122.332244), (47.618534, -122.3342881), (47.6183907, -122.3342947)]","['156623', '156624']",0,2,277.0,0,0.007220216606498195,"[41.0622673034668, 41.08864593505859, 40.76986694335938, 40.00832366943359, 40.12553024291992]"
20,"47.6070486,-122.3353252","47.6055515,-122.3339451","[(47.6070486, -122.3353252), (47.6055515, -122.3339451)]",[],0,0,196.0,0,0,"[37.65395355224609, 34.28181457519531]"
21,"47.2538577,-122.439588","47.2538657,-122.4395897","[(47.2538577, -122.439588), (47.2538657, -122.4395897)]",[],0,0,1.0,0,0,"[36.3890266418457, 36.32387542724609]"
22,"47.6154834,-122.310409","47.6154003,-122.310608","[(47.6154834, -122.310409), (47.6154003, -122.310608)]",[],0,0,18.0,0,0,"[129.1319274902344, 128.7277679443359]"
23,"47.1653324,-122.5130576","47.165501,-122.512522","[(47.1653324, -122.5130576), (47.165501, -122.512522)]",[],0,0,46.0,0,0,"[77.62390899658203, 78.14704895019531]"
24,"47.6199108,-122.3203371","47.6183911,-122.3208449","[(47.6199108, -122.3203371), (47.6199037, -122.3208691), (47.6183911, -122.3208449)]",[],0,0,208.0,0,0,"[101.5838623046875, 102.7387466430664, 102.1904678344727]"
25,"47.815955,-122.2962127","47.8173799,-122.2924405","[(47.815955, -122.2962127), (47.8160562, -122.2953591), (47.8160562, -122.2950255), (47.8167497, -122.295044), (47.816749, -122.2948291), (47.8171521, -122.294223), (47.817353, -122.294223), (47.8173328, -122.2924399), (47.8173799, -122.2924405)]",[],0,0,437.0,0,0,"[107.0951538085938, 108.9320755004883, 109.2967071533203, 112.1035461425781, 111.7790756225586, 114.6399002075195, 113.7931976318359, 112.7472610473633, 112.7610168457031]"
26,"47.2501408,-122.4379085","47.2504516,-122.4379798","[(47.2501408, -122.4379085), (47.2504516, -122.4379798)]",[],0,0,35.0,0,0,"[20.77418327331543, 20.83635711669922]"
27,"47.6027557,-122.3321732","47.6014703,-122.3297161","[(47.6027557, -122.3321732), (47.6018302, -122.3313156), (47.6017187, -122.3313153), (47.6017098, -122.3302982), (47.6014703, -122.3297161)]",[],0,0,260.0,0,0,"[19.20558166503906, 15.59780216217041, 15.14224052429199, 18.94685935974121, 19.41596603393555]"
28,"47.5722662,-122.3289525","47.5716895,-122.3275601","[(47.5722662, -122.3289525), (47.5716979, -122.3289579), (47.5716895, -122.3275601)]",[],0,0,168.0,0,0,"[5.903480529785156, 5.832204341888428, 6.014225959777832]"
29,"47.5679828,-122.3632963","47.5680693,-122.3633004","[(47.5679828, -122.3632963), (47.5680693, -122.3633004)]",[],0,0,10.0,0,0,"[14.97682762145996, 14.63696098327637]"
30,"47.6073376,-122.3345882","47.6070312,-122.3353665","[(47.6073376, -122.3345882), (47.6070312, -122.3353665)]",[],0,0,68.0,0,0,"[45.84084701538086, 37.57539367675781]"
31,"47.3925454,-122.2950964","47.3926493,-122.2948825","[(47.3925454, -122.2950964), (47.3936696, -122.2949197), (47.3934839, -122.2947268), (47.3926493, -122.2948825)]",[],0,0,245.0,0,0,"[115.8337326049805, 111.0669326782227, 112.5112991333008, 116.1501617431641]"
32,"47.3061527,-122.2319815","47.3058566,-122.2319859","[(47.3061527, -122.2319815), (47.3058566, -122.2319859)]",[],0,0,33.0,0,0,"[25.12639999389648, 25.0899715423584]"
33,"47.6225908,-122.2974792","47.6230589,-122.2967885","[(47.6225908, -122.2974792), (47.6230589, -122.2967885)]",[],0,0,73.0,0,0,"[48.42453384399414, 43.71379852294922]"
34,"47.6154207,-122.1938485","47.615421,-122.1955625","[(47.6154207, -122.1938485), (47.615421, -122.1955625)]",[],0,0,129.0,0,0,"[51.482177734375, 54.90444946289062]"
35,"47.4806385,-122.2086916","47.4808692,-122.2079139","[(47.4806385, -122.2086916), (47.4806431, -122.2079218), (47.4808692, -122.2079139)]",[],0,0,83.0,0,0,"[11.00174331665039, 11.74623870849609, 11.81264781951904]"
36,"47.7058743,-122.3232703","47.7058873,-122.3232707","[(47.7058743, -122.3232703), (47.7058873, -122.3232707)]",[],0,0,1.0,0,0,"[85.61754608154297, 85.66834259033203]"
37,"47.6123319,-122.3409634","47.6140011,-122.3411129","[(47.6123319, -122.3409634), (47.612726, -122.3404672), (47.6134989, -122.3417958), (47.6140011, -122.3411129)]",[],0,0,266.0,0,0,"[46.96244812011719, 44.25311660766602, 42.65282440185547, 40.18626022338867]"
38,"47.6037664,-122.3289573","47.6033052,-122.3288419","[(47.6037664, -122.3289573), (47.6036762, -122.3291766), (47.6033052, -122.3288419)]",[],0,0,67.0,0,0,"[45.64324188232422, 44.41558074951172, 41.59072875976562]"
39,"47.5987035,-122.3276513","47.5991619,-122.324498","[(47.5987035, -122.3276513), (47.5991509, -122.3276449), (47.5991619, -122.324498)]",[],0,0,286.0,0,0,"[14.40288257598877, 14.94798564910889, 26.8003101348877]"
40,"47.5987431,-122.3276514","47.5999271,-122.330278","[(47.5987431, -122.3276514), (47.5991509, -122.3276449), (47.5992011, -122.3296791), (47.59986, -122.3302759), (47.5999271, -122.330278)]",[],0,0,292.0,0,0,"[14.41686630249023, 14.94798564910889, 11.4729642868042, 9.2213773727417, 9.204647064208984]"
41,"47.6406861,-122.302054","47.6442268,-122.3039086","[(47.6406861, -122.302054), (47.6424483, -122.3021182), (47.6428883, -122.3026864), (47.6439752, -122.3040082), (47.6440535, -122.3037274), (47.644041, -122.3039764), (47.6442268, -122.3039086)]",[],0,0,500.0,0,0,"[19.24593353271484, 16.53232574462891, 16.86837387084961, 17.87057113647461, 14.13677501678467, 14.78095626831055, 12.53109073638916]"
42,"47.6155817,-122.1961389","47.6157147,-122.1963198","[(47.6155817, -122.1961389), (47.615519, -122.196315), (47.6157147, -122.1963198)]",[],0,0,37.0,0,0,"[54.19084167480469, 54.0822868347168, 54.24459838867188]"
43,"47.6073376,-122.3345882","47.6082481,-122.3364241","[(47.6073376, -122.3345882), (47.6070486, -122.3353252), (47.6082481, -122.3364241)]",[],0,0,221.0,0,0,"[45.84084701538086, 37.65395355224609, 37.85177230834961]"
44,"47.6117397,-122.3365576","47.6116617,-122.3372236","[(47.6117397, -122.3365576), (47.611662, -122.3364918), (47.6114345, -122.3370428), (47.6116125, -122.3371749), (47.611609, -122.3372113), (47.6116617, -122.3372236)]",[],0,0,89.0,0,0,"[36.55885696411133, 36.67303848266602, 36.94172286987305, 36.86772918701172, 36.87430572509766, 36.78677749633789]"
45,"47.6136655,-122.3415631","47.6100928,-122.33697","[(47.6136655, -122.3415631), (47.6138289, -122.341335), (47.610212, -122.336685), (47.6100928, -122.33697)]","['10576', '10751', '10757']",2,1,588.0,0.003401360544217687,0.0017006802721088435,"[41.57088851928711, 41.03810882568359, 38.7067985534668, 38.58547210693359]"
46,"47.6054995,-122.3346892","47.605472,-122.335424","[(47.6054995, -122.3346892), (47.6053861, -122.3345845), (47.6051579, -122.335131), (47.605472, -122.335424)]",[],0,0,104.0,0,0,"[28.99518013000488, 28.67322731018066, 23.95027351379395, 24.58194732666016]"
47,"47.6109846,-122.338138","47.609105,-122.3371988","[(47.6109846, -122.338138), (47.610741, -122.338703), (47.609105, -122.3371988)]",[],0,0,264.0,0,0,"[39.48620223999023, 41.34651565551758, 38.02816772460938]"
48,"47.4642721,-122.2885804","47.4677167,-122.2875338","[(47.4642721, -122.2885804), (47.4644399, -122.2887305), (47.4677167, -122.2875338)]",[],0,0,434.0,0,0,"[103.7328414916992, 106.1025238037109, 102.383430480957]"
49,"47.4590588,-122.2543647","47.45727,-122.254374","[(47.4590588, -122.2543647), (47.45727, -122.254374)]",[],0,0,199.0,0,0,"[8.481402397155762, 8.473433494567871]"
50,"47.6760977,-122.2034367","47.6768359,-122.2033795","[(47.6760977, -122.2034367), (47.6773877, -122.203559), (47.6774039, -122.2034635), (47.6768359, -122.2033795)]",[],0,0,215.0,0,0,"[10.21634101867676, 9.711724281311035, 9.779219627380371, 9.302046775817871]"
51,"47.6077462,-122.3344586","47.6069386,-122.3352247","[(47.6077462, -122.3344586), (47.6074897, -122.3342094), (47.6070486, -122.3353252), (47.6069386, -122.3352247)]",[],0,0,145.0,0,0,"[48.13764572143555, 49.15216064453125, 37.65395355224609, 37.52215194702148]"
52,"47.6008722,-122.3305485","47.6002074,-122.3302839","[(47.6008722, -122.3305485), (47.600871, -122.330269), (47.6002074, -122.3302839)]",[],0,0,95.0,0,0,"[10.29384899139404, 10.59756946563721, 9.392631530761719]"
53,"47.6096669,-122.3377195","47.6108623,-122.3388138","[(47.6096669, -122.3377195), (47.6108623, -122.3388138)]",[],0,0,156.0,0,0,"[38.38793182373047, 41.39746856689453]"
54,"47.6785123,-122.3247822","47.6784426,-122.3247178","[(47.6785123, -122.3247822), (47.6784426, -122.3247178)]",[],0,0,9.0,0,0,"[53.90507125854492, 53.89344787597656]"
55,"47.6766872,-122.1243445","47.6766691,-122.1241336","[(47.6766872, -122.1243445), (47.6766675, -122.1242991), (47.6766691, -122.1241336)]",[],0,0,16.0,0,0,"[11.95378112792969, 12.10097312927246, 12.79325199127197]"
56,"47.6077609,-122.3359793","47.6075729,-122.3364297","[(47.6077609, -122.3359793), (47.6075729, -122.3364297)]",[],0,0,40.0,0,0,"[37.86782073974609, 33.79707717895508]"
57,"47.3863529,-122.2023019","47.3863552,-122.2022728","[(47.3863529, -122.2023019), (47.3863552, -122.2022728)]",[],0,0,2.0,0,0,"[128.2144927978516, 128.2396087646484]"
58,"47.6620263,-122.3472763","47.6620501,-122.3467975","[(47.6620263, -122.3472763), (47.6617847, -122.3472785), (47.6620512, -122.3469904), (47.6620501, -122.3467975)]",[],0,0,87.0,0,0,"[88.94932556152344, 88.32716369628906, 81.42532348632812, 80.51599884033203]"
59,"47.5794221,-122.1510945","47.580433,-122.1523037","[(47.5794221, -122.1510945), (47.5805564, -122.1510762), (47.5813571, -122.1513335), (47.5799189, -122.1506851), (47.5799419, -122.1513951), (47.580433, -122.1523037)]",[],0,0,613.0,0,0,"[91.949462890625, 95.19984436035156, 98.11005401611328, 94.80927276611328, 93.66957092285156, 92.77232360839844]"
60,"47.6041986,-122.3327031","47.6043232,-122.331305","[(47.6041986, -122.3327031), (47.6046599, -122.331606), (47.6043232, -122.331305)]",[],0,0,141.0,0,0,"[28.2721118927002, 38.16663360595703, 36.08476257324219]"
61,"47.6498299,-122.3038059","47.6521307,-122.308762","[(47.6498299, -122.3038059), (47.6504187, -122.3051915), (47.6521075, -122.3069102), (47.6521307, -122.308762)]",[],0,0,546.0,0,0,"[20.32779312133789, 23.9453239440918, 28.97235488891602, 28.4104118347168]"
62,"47.2538324,-122.4395826","47.2537889,-122.4394718","[(47.2538324, -122.4395826), (47.2532939, -122.4394681), (47.2537889, -122.4394718)]",[],0,0,123.0,0,0,"[36.60718154907227, 33.34688186645508, 36.25223541259766]"
63,"47.6155584,-122.1962275","47.6155866,-122.194936","[(47.6155584, -122.1962275), (47.6155866, -122.194936)]",[],0,0,97.0,0,0,"[54.12251281738281, 54.78375625610352]"
64,"47.5374744,-122.2811496","47.5370987,-122.28215","[(47.5374744, -122.2811496), (47.5371047, -122.2809652), (47.5370987, -122.28215)]",[],0,0,132.0,0,0,"[38.47247314453125, 38.52839660644531, 38.00781631469727]"
65,"47.7744686,-122.3421059","47.7744596,-122.3415152","[(47.7744686, -122.3421059), (47.7744596, -122.3415152)]",[],0,0,44.0,0,0,"[123.6967926025391, 122.3236923217773]"
66,"47.6766622,-122.1247829","47.6766683,-122.1242146","[(47.6766622, -122.1247829), (47.6766683, -122.1242146)]",[],0,0,43.0,0,0,"[11.1154956817627, 12.43919944763184]"
67,"47.6154114,-122.194642","47.6154114,-122.1946699","[(47.6154114, -122.194642), (47.6154114, -122.1946699)]",[],0,0,2.0,0,0,"[53.92573928833008, 54.03824234008789]"
68,"47.6035886,-122.3321412","47.6043032,-122.3328021","[(47.6035886, -122.3321412), (47.6043032, -122.3328021)]",[],0,0,94.0,0,0,"[25.52087593078613, 28.65537071228027]"
69,"47.611566,-122.3367243","47.6108218,-122.3372373","[(47.611566, -122.3367243), (47.6112087, -122.3375861), (47.6108218, -122.3372373)]",[],0,0,126.0,0,0,"[36.69493103027344, 38.06826782226562, 38.27631378173828]"
70,"47.4806362,-122.2088901","47.4806428,-122.2081449","[(47.4806362, -122.2088901), (47.4806428, -122.2081449)]",[],0,0,56.0,0,0,"[10.88206005096436, 11.42498207092285]"
71,"47.8162234,-122.2966185","47.8159555,-122.296241","[(47.8162234, -122.2966185), (47.8160562, -122.2953591), (47.8159555, -122.296241)]",[],0,0,175.0,0,0,"[107.2373275756836, 108.9320755004883, 107.0802536010742]"
72,"47.6123319,-122.3409634","47.6119665,-122.3391622","[(47.6123319, -122.3409634), (47.6123896, -122.3408788), (47.6116421, -122.3395764), (47.6119665, -122.3391622)]",[],0,0,185.0,0,0,"[46.96244812011719, 46.91131973266602, 43.52132797241211, 41.82233428955078]"
73,"47.6082568,-122.3364321","47.6064345,-122.334764","[(47.6082568, -122.3364321), (47.6064345, -122.334764)]",[],0,0,238.0,0,0,"[37.85649108886719, 37.38908386230469]"
74,"47.5886942,-122.2328307","47.5884747,-122.2321023","[(47.5886942, -122.2328307), (47.5884747, -122.2321023)]",[],0,0,60.0,0,0,"[28.73196601867676, 29.56809043884277]"
75,"47.6079204,-122.3376588","47.6082068,-122.3363864","[(47.6079204, -122.3376588), (47.6082899, -122.337997), (47.608754, -122.336886), (47.6082068, -122.3363864)]",[],0,0,217.0,0,0,"[30.38439559936523, 31.86919403076172, 38.05662155151367, 37.84711074829102]"
76,"47.5380277,-122.2814219","47.5393444,-122.2820964","[(47.5380277, -122.2814219), (47.5393444, -122.2820964)]",[],0,0,155.0,0,0,"[38.33025741577148, 37.78121948242188]"
77,"47.6107548,-122.337177","47.6095961,-122.3376534","[(47.6107548, -122.337177), (47.610212, -122.336685), (47.6097479, -122.337795), (47.6095961, -122.3376534)]",[],0,0,189.0,0,0,"[38.32687377929688, 38.7067985534668, 38.52720260620117, 38.2971076965332]"
78,"47.6127901,-122.3415607","47.609178,-122.3372649","[(47.6127901, -122.3415607), (47.609178, -122.3372649)]",[],0,0,520.0,0,0,"[45.6954460144043, 38.08356094360352]"
79,"47.5804321,-122.3290775","47.57905,-122.3273125","[(47.5804321, -122.3290775), (47.5798045, -122.3290746), (47.5798125, -122.3272773), (47.57905, -122.3273125)]",[],0,0,290.0,0,0,"[5.804952621459961, 5.828986167907715, 5.9387526512146, 5.968682289123535]"
80,"47.8162038,-122.2956854","47.8159582,-122.2964042","[(47.8162038, -122.2956854), (47.8160562, -122.2953591), (47.8159582, -122.2964042)]",[],0,0,117.0,0,0,"[108.6835098266602, 108.9320755004883, 107.0312271118164]"
81,"47.6765758,-122.2034838","47.6764938,-122.2034844","[(47.6765758, -122.2034838), (47.6764938, -122.2034844)]",[],0,0,9.0,0,0,"[9.506990432739258, 9.566465377807617]"
82,"47.6152402,-122.3217149","47.6141817,-122.3207911","[(47.6152402, -122.3217149), (47.6152501, -122.3207934), (47.6141817, -122.3207911)]",[],0,0,188.0,0,0,"[92.53300476074219, 95.6550521850586, 89.43148803710938]"
83,"47.2139836,-122.4697202","47.2138663,-122.4693849","[(47.2139836, -122.4697202), (47.2138663, -122.4693849)]",[],0,0,29.0,0,0,"[99.16967010498047, 100.0513000488281]"
84,"47.1926297,-122.4114221","47.1924628,-122.4104061","[(47.1926297, -122.4114221), (47.192969, -122.411415), (47.1924628, -122.4104061)]",[],0,0,169.0,0,0,"[125.4447250366211, 125.3105850219727, 126.076286315918]"
85,"47.2552318,-122.4410239","47.2545279,-122.4396291","[(47.2552318, -122.4410239), (47.2553577, -122.4398436), (47.2545279, -122.4396291)]",[],0,0,184.0,0,0,"[46.53388214111328, 37.3425178527832, 36.0230827331543]"
86,"47.5389553,-122.2960715","47.5387572,-122.2960896","[(47.5389553, -122.2960715), (47.5388549, -122.2959105), (47.5388629, -122.2962439), (47.5387572, -122.2960896)]",[],0,0,58.0,0,0,"[69.56463623046875, 69.327392578125, 69.82469177246094, 70.00048065185547]"
87,"47.6684037,-122.3661535","47.6686625,-122.3654211","[(47.6684037, -122.3661535), (47.6686694, -122.3661518), (47.6686625, -122.3654211)]",[],0,0,85.0,0,0,"[21.249755859375, 21.75385665893555, 22.39135360717773]"
88,"47.6154207,-122.1938485","47.6137814,-122.1958852","[(47.6154207, -122.1938485), (47.6154112, -122.1942789), (47.6144756, -122.1953308), (47.6144716, -122.1951543), (47.6137652, -122.1949569), (47.6137814, -122.1958852)]",[],0,0,338.0,0,0,"[51.482177734375, 52.87194442749023, 54.29248428344727, 53.98052978515625, 52.47356033325195, 53.01702499389648]"
89,"47.5683031,-122.3632975","47.5680393,-122.3633008","[(47.5683031, -122.3632975), (47.5683373, -122.3632971), (47.5680393, -122.3633008)]",[],0,0,37.0,0,0,"[14.10724067687988, 14.07456493377686, 14.76041507720947]"
90,"47.6135769,-122.33192","47.614136,-122.3313137","[(47.6135769, -122.33192), (47.6135254, -122.3320429), (47.6145431, -122.3329478), (47.6146308, -122.3327404), (47.614136, -122.3313137)]",[],0,0,319.0,0,0,"[48.25576019287109, 47.9036979675293, 42.64444732666016, 42.81877517700195, 39.430908203125]"
91,"47.2407671,-122.4255255","47.2407154,-122.4260331","[(47.2407671, -122.4255255), (47.2407154, -122.4260331)]",[],0,0,39.0,0,0,"[5.826004028320312, 6.652634143829346]"
92,"47.9780714,-122.1938127","47.9748661,-122.1975741","[(47.9780714, -122.1938127), (47.9767583, -122.1938612), (47.9767281, -122.1984279), (47.9748498, -122.1981383), (47.97495, -122.1976116), (47.9748661, -122.1975741)]",[],0,0,749.0,0,0,"[20.21213912963867, 16.55190658569336, 18.46254539489746, 17.06484603881836, 17.21524047851562, 18.03014755249023]"
93,"47.8283477,-122.2686608","47.8297223,-122.2684169","[(47.8283477, -122.2686608), (47.8297219, -122.2685864), (47.8297223, -122.2684169)]",[],0,0,166.0,0,0,"[124.4856643676758, 124.0272521972656, 123.3520660400391]"
94,"47.6652184,-122.3130733","47.6641437,-122.3130862","[(47.6652184, -122.3130733), (47.6641437, -122.3130862)]",[],0,0,120.0,0,0,"[68.43234252929688, 66.6428451538086]"
95,"47.6027557,-122.3321732","47.6044718,-122.3345035","[(47.6027557, -122.3321732), (47.6032582, -122.332627), (47.6030305, -122.3331858), (47.6044718, -122.3345035)]",[],0,0,302.0,0,0,"[19.20558166503906, 20.55015754699707, 15.71171474456787, 22.81136512756348]"
96,"47.6605358,-122.322903","47.6613478,-122.3255126","[(47.6605358, -122.322903), (47.6613308, -122.322875), (47.6613478, -122.3255126)]","['129877', '129878', '129879', '129880', '129881', '129882']",0,6,286.0,0,0.02097902097902098,"[62.34749984741211, 65.89871215820312, 71.92266845703125]"
97,"47.6019997,-122.3024096","47.6061714,-122.3032592","[(47.6019997, -122.3024096), (47.6061712, -122.3027684), (47.6061714, -122.3032592)]",[],0,0,504.0,0,0,"[96.63936614990234, 86.85589599609375, 85.1543960571289]"
98,"47.6132932,-122.3325979","47.611022,-122.3374178","[(47.6132932, -122.3325979), (47.6112087, -122.3375861), (47.611022, -122.3374178)]",[],0,0,464.0,0,0,"[45.97056579589844, 38.06826782226562, 38.0884895324707]"
99,"47.6192042,-122.3476334","47.6185753,-122.3479271","[(47.6192042, -122.3476334), (47.6185761, -122.3476246), (47.6185753, -122.3479271)]",[],0,0,93.0,0,0,"[38.11053085327148, 39.25149917602539, 39.17397308349609]"
100,"47.6157204,-122.3343137","47.614134,-122.3313176","[(47.6157204, -122.3343137), (47.6156168, -122.3344439), (47.614134, -122.3313176)]",['11166'],1,0,341.0,0.002932551319648094,0,"[38.20882797241211, 37.94697570800781, 39.40695190429688]"
101,"47.5998927,-122.3276608","47.5983671,-122.3281352","[(47.5998927, -122.3276608), (47.5983509, -122.3276504), (47.5983671, -122.3281352)]",[],0,0,207.0,0,0,"[19.3110523223877, 14.21344375610352, 13.70484828948975]"
102,"47.5687663,-122.3707593","47.5688043,-122.3707575","[(47.5687663, -122.3707593), (47.5688043, -122.3707575)]",[],0,0,4.0,0,0,"[26.57492446899414, 26.38944244384766]"
103,"47.3841564,-122.2325316","47.3834825,-122.2323498","[(47.3841564, -122.2325316), (47.3841648, -122.2323643), (47.3834825, -122.2323498)]",[],0,0,89.0,0,0,"[11.82137489318848, 12.50240612030029, 11.88888454437256]"
104,"47.7085718,-122.3186421","47.7085629,-122.31736","[(47.7085718, -122.3186421), (47.7085629, -122.31736)]",[],0,0,96.0,0,0,"[84.22650909423828, 82.85980987548828]"
105,"47.5776087,-122.2973347","47.5768251,-122.2969751","[(47.5776087, -122.2973347), (47.5775752, -122.2975489), (47.5768251, -122.2969751)]",[],0,0,111.0,0,0,"[16.28307914733887, 16.10110282897949, 15.93341159820557]"
106,"47.4587271,-122.2543691","47.4590911,-122.2543643","[(47.4587271, -122.2543691), (47.4590911, -122.2543643)]",[],0,0,40.0,0,0,"[8.473543167114258, 8.489493370056152]"
107,"47.7636882,-122.3458983","47.7632207,-122.3469855","[(47.7636882, -122.3458983), (47.7632395, -122.3459036), (47.7632207, -122.3469855)]",[],0,0,131.0,0,0,"[145.22314453125, 146.380615234375, 148.2508087158203]"
108,"47.7085718,-122.3186421","47.7074463,-122.3178406","[(47.7085718, -122.3186421), (47.707997, -122.3178604), (47.7074463, -122.3178406)]",['125116'],0,1,167.0,0,0.005988023952095809,"[84.22650909423828, 81.18226623535156, 78.6003646850586]"
109,"47.5991988,-122.3279438","47.5986565,-122.3276512","[(47.5991988, -122.3279438), (47.5991509, -122.3276449), (47.5986565, -122.3276512)]",[],0,0,78.0,0,0,"[14.19602394104004, 14.94798564910889, 14.37524127960205]"
110,"48.0755483,-122.1745117","48.0751757,-122.1760659","[(48.0755483, -122.1745117), (48.0755762, -122.1760055), (48.0751757, -122.1760659)]",[],0,0,156.0,0,0,"[13.45164203643799, 15.35474300384521, 15.39858627319336]"
111,"47.6199045,-122.3214031","47.6202832,-122.3208764","[(47.6199045, -122.3214031), (47.6199037, -122.3208691), (47.6202832, -122.3208764)]",[],0,0,82.0,0,0,"[101.8752670288086, 102.7387466430664, 103.0014419555664]"
112,"47.1654876,-122.5126553","47.1651955,-122.5133212","[(47.1654876, -122.5126553), (47.1651955, -122.5133212)]",[],0,0,60.0,0,0,"[77.86454772949219, 77.2550048828125]"
113,"47.6758319,-122.3175613","47.6758314,-122.3174807","[(47.6758319, -122.3175613), (47.6758314, -122.3174807)]",[],0,0,6.0,0,0,"[62.68631362915039, 62.91294860839844]"
